date,time,close,low,sma,entry_signal,exit_signal,account_price,account_balance,position_value,total_value,profit_loss,cumulative_return,drawdown,active_trades
2023-04-08,2023-04-08,27938.38,27859.02,28113.249999999993,0,-1,27938.38,13075.21,0.0,13075.21,3075.21,30.75,5.67,0.0
2023-04-09,2023-04-09,28323.76,27800.0,28142.772999999994,1,0,28323.76,9152.65,3922.17,13074.82,3074.82,30.75,5.67,1.0
2023-04-10,2023-04-10,29637.34,28170.0,28259.970999999998,1,0,29637.34,6406.85,6849.59,13256.44,3256.44,32.56,4.36,2.0
2023-04-11,2023-04-11,30200.42,29590.0,28434.739999999998,1,0,30200.42,4484.8,8901.59,13386.39,3386.39,33.86,3.42,3.0
2023-04-12,2023-04-12,29888.07,29637.4,28606.359999999997,1,0,29888.07,3139.36,10154.83,13294.19,3294.19,32.94,4.09,4.0
2023-04-13,2023-04-13,30373.84,29854.59,28863.744,1,0,30373.84,2197.55,11261.59,13459.14,3459.14,34.59,2.9,5.0
2023-04-14,2023-04-14,30466.93,29966.0,29093.890000000003,1,0,30466.93,1538.29,11955.3,13493.59,3493.59,34.94,2.65,6.0
2023-04-15,2023-04-15,30295.09,30202.0,29306.398000000005,1,0,30295.09,1076.8,12349.31,13426.11,3426.11,34.26,3.14,7.0
2023-04-16,2023-04-16,30304.65,30120.0,29533.481000000007,1,0,30304.65,753.76,12676.22,13429.98,3429.98,34.3,3.11,8.0
2023-04-17,2023-04-17,29430.27,29240.65,29685.875000000007,0,-1,29430.27,13063.0,0.0,13063.0,3063.0,30.63,5.76,0.0
2023-04-18,2023-04-18,30380.01,29096.78,29930.038000000008,1,0,30380.01,9144.1,3918.51,13062.61,3062.61,30.63,5.76,1.0
2023-04-19,2023-04-19,28797.1,28520.0,29977.372000000003,0,-1,28797.1,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-20,2023-04-20,28243.65,28010.0,29838.003000000004,0,-1,28243.65,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-21,2023-04-21,27262.84,27125.0,29544.245000000006,0,-1,27262.84,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-22,2023-04-22,27816.85,27140.35,29337.123000000003,0,-1,27816.85,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-23,2023-04-23,27590.6,27311.25,29058.799,0,-1,27590.6,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-24,2023-04-24,27510.93,26942.82,28763.199,0,-1,27510.93,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-25,2023-04-25,28300.79,27192.0,28563.769,0,-1,28300.79,12858.07,0.0,12858.07,2858.07,28.58,7.24,0.0
2023-04-26,2023-04-26,28415.29,27235.0,28374.833000000002,1,0,28415.29,9000.65,3857.03,12857.68,2857.68,28.58,7.24,1.0
2023-04-27,2023-04-27,29472.77,28378.86,28379.083000000002,1,0,29472.77,6300.45,6700.5,13000.95,3000.95,30.01,6.21,2.0
2023-04-28,2023-04-28,29311.7,28891.0,28272.252,1,0,29311.7,4410.32,8553.83,12964.14,2964.14,29.64,6.47,3.0
2023-04-29,2023-04-29,29230.45,29031.0,28315.587,1,0,29230.45,3087.22,9853.08,12940.3,2940.3,29.4,6.64,4.0
2023-04-30,2023-04-30,29233.21,29079.59,28414.542999999998,1,0,29233.21,2161.06,10780.08,12941.14,2941.14,29.41,6.64,5.0
2023-05-01,2023-05-01,28068.26,27666.95,28495.085,0,-1,28068.26,12510.51,0.0,12510.51,2510.51,25.11,9.74,0.0
2023-05-02,2023-05-02,28669.86,27872.0,28580.386,1,0,28669.86,8757.36,3752.78,12510.14,2510.14,25.1,9.75,1.0
2023-05-03,2023-05-03,29026.16,28113.69,28723.942,1,0,29026.16,6130.15,6426.36,12556.51,2556.51,25.57,9.41,2.0
2023-05-04,2023-05-04,28838.16,28663.64,28856.664999999997,0,-1,28838.16,12514.25,0.0,12514.25,2514.25,25.14,9.72,0.0
2023-05-05,2023-05-05,29505.61,28800.0,28977.146999999997,1,0,29505.61,8759.98,3753.9,12513.88,2513.88,25.14,9.72,1.0
2023-05-06,2023-05-06,28848.2,28300.0,29020.437999999995,0,-1,28848.2,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-07,2023-05-07,28430.1,28395.23,28916.170999999995,0,-1,28430.1,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-08,2023-05-08,27668.79,27262.0,28751.879999999994,0,-1,27668.79,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-09,2023-05-09,27628.27,27353.0,28591.661999999993,0,-1,27628.27,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-10,2023-05-10,27598.75,26777.0,28428.215999999993,0,-1,27598.75,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-11,2023-05-11,26968.62,26702.05,28318.25199999999,0,-1,26968.62,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
2023-05-12,2023-05-12,26795.01,25811.46,28130.766999999993,0,-1,26795.01,12429.87,0.0,12429.87,2429.87,24.3,10.33,0.0
