Date,Price,Balance,Position Value,Total Value,Profit/Loss,Cumulative Return (%),Drawdown (%),Active Trades
2024-01-27 00:00:00,42120.63,7297.70,7626.54,14924.23,4924.23,49.24,14.40,2
2024-01-28 00:00:00,42031.06,5108.39,9799.41,14907.80,4907.80,49.08,14.49,3
2024-01-29 00:00:00,43302.70,3575.87,11628.25,15204.12,5204.12,52.04,12.79,4
2024-01-30 00:00:00,42941.10,2503.11,12603.80,15106.91,5106.91,51.07,13.35,5
2024-01-31 00:00:00,42580.00,1752.18,13248.67,15000.85,5000.85,50.01,13.96,6
2024-02-01 00:00:00,43082.94,15155.89,0.00,15155.89,5155.89,51.56,13.07,0

Summary Statistics
Initial Capital,10000.00
Final Value,15155.89
Total Return (%),51.56
Max Drawdown (%),14.96
Total Trades,157
Total Data Points,388
